url,title,content
https://www.th-bingen.de/campus/einrichtungen/rechenzentrum,Technischen Hochschule (TH) Bingen: Rechenzentrum,"Ob Campus-Netzwerke, zentrale IT-Dienste oder Rechnerpools: Wir versorgen alle Studierenden und Gäste der TH Bingen mit der passenden Informations- und Kommunikationstechnik. Wir entwickeln die IT-Infrastruktur des Campus in Bingen-Büdesheim und des TH-Stadtgebäudes. Als zentrale Einrichtung planen, beschaffen und betreiben wir die Campusnetze, die zentralen IT-Dienste und die Arbeitsplätze der Rechnerpools in Verwaltung, Forschung und Lehre. Dazu gehören:  Haben Sie Fragen zu Hard- oder Software, den Netzwerken oder benötigen Sie technische Tipps? Wir beraten Sie gerne. Öffnungszeiten Die Rechnerpools des Rechenzentrums können, sofern keine Veranstaltungen und Praktika stattfinden, zu den nachfolgenden Öffnungszeiten benutzt werden.
 Rechnerpools Campus Bingen-Büdesheim: Raum 5-331, Raum 5-333 und Raum 11-101Montag bis Freitag von 08.00 bis 17.00 Uhr
 Das Rechenzentrum hat von Montag bis Donnerstag von 08.00 bis 16.00 Uhr und freitags von 08.00 bis 14.00 Uhr geöffnet. Bei Fragen oder technischen Problemen senden Sie bitte eine E-Mail an helpdesk@th-bingen.de. Kontakt und Informationen 
                Gebäude
                11,
                Raum
                
             Für Supportanfragen wenden Sie sich bitte an unsere Helpdesk-Adresse (helpdesk[at]th-bingen.de). Falls erforderlich, vereinbaren wir einen Termin mit Ihnen.
 Bitte beachten: Für den Besuch im Rechenzentrum ist zwingend ein Ticket (Eröffnung über Anfrage an helpdesk[at]th-bingen.de) und eine Terminvereinbarung erforderlich."
https://www.th-bingen.de/kennenlernen/service-fuer-schulen/thschool,TH@School,"Für viele junge Menschen gleicht die Studienwahl einem Labyrinth voller Möglichkeiten. Wir helfen bei der Orientierung - virtuell, individuell und on demand. Holen Sie sich dazu die TH Bingen einfach über den Bildschirm in Ihren Klassenraum. Wir präsentieren unseren Vortrag zur allgemeinen Studienorientierung mit Beispielen und Einblicken ins Studium an der TH Bingen ganz nach Ihren Vorstellungen per Videokonferenz via BigBlueButton (BBB). Da derzeit die Beratung von Schüler*innen zur Studienorientierung und Information zum Studienangebot der TH Bingen vor Ort nicht möglich ist, wurde mit TH@School ein digitales Beratungsangebot für Schulen entwickelt. Damit bieten wir die Möglichkeit, live im Klassenzimmer zu informieren, ohne auf eine persönliche Beratung verzichten zu müssen.   Bei TH@School findet die Beratung online über ein Webkonferenzsystem statt. In unterschiedlichen Vorträgen stellen wir u.a. Studienmöglichkeiten (Studiengänge, duales Studium und Möglichkeiten der Weiterbildung / berufsintegriertes Studium), grundlegende Voraussetzung für ein Studium, Studieneinrichtungen und Tipps zur Studienorientierung vor. Nach der Präsentation besteht die Möglichkeit für die Schüler*innen, Fragen zu stellen und ins Gespräch zu kommen. Wir sind flexibel: teilen Sie uns mit, wann Sie TH@School in Anspruch nehmen möchten und gemeinsam finden wir einen Termin. Umfang und Dauer der Beratung sprechen wir im Vorfeld mit Ihnen ab. Bei Interesse an bestimmten Studiengängen sprechen Sie uns an.   Sie brauchen lediglich einen Laptop oder PC mit Internetzugang sowie Lautsprechern, ggf. Mikrofon und einen Lehrkörper als „Moderator“. Optimal ist die Verwendung eines Beamers oder Smartboards, damit die Präsentation in entsprechender Größe von der gesamten Schulklasse verfolgt werden kann. Wir richten für die Beratung einen Konferenzraum ein, den Sie via Einladungslink betreten. Sobald der Raum erfolgreich eingerichtet ist, wird mit der Vorstellung und Präsentation der TH bzw. der Studiengänge begonnen. Nehmen Sie Kontakt mit uns auf über schulkontakte@th-bingen.de."
https://www.th-bingen.de/studium/studiengaenge/informatik/informatik-b-sc/studienaufbau,Technische Hochschule Bingen: Bachelor Informatik,"Bachelorstudiengang Studienbeginn kann im Wintersemester oder im Sommersemester sein. Das Vollzeitstudium setzt sich aus den Bereichen Grundlagen, Informatik, Betriebswirtschaftliche Inhalte und Praxis zusammen. Entsprechend Ihrer Stärken und Interessen ermöglicht Ihnen ein weiter Themenbereich eine inhaltlich attraktive Profilbildung über Wahlfpflichtfächer.
 Die Stundentafeln geben einen Überblick über den Studienaufbau bei Studienbeginn zum Sommer- bzw. Wintersemester.
 Der Studienaufbau ist detailliert im Studienplan beschrieben. Angaben zu den einzelnen Modulen können Sie dem Modulhandbuch entnehmen. Beides finden Sie unter Dokumente. Verwandte Links Studienplan Modulhandbuch Studiengangsflyer Stundentafel WiSe Stundentafel SoSe Vertiefung - Themengebiete Ab dem vierten Semester vertiefen Sie Ihr Studium durch die Auswahl von Wahlmodulen weitgehend eigenverantwortlich. Dadurch geben Sie Ihrem Studium ein individuelles Profil. Diese Möglichkeit der Ausgestaltung des Studiums gemäß Ihren persönlichen Stärken Interessen macht das Studium der Informatik in Bingen für Sie auch im Hinblick auf den Arbeitsmarkt außergewöhnlich attraktiv.
 Zur Vertiefung werden Wahlpflichtmodule vorwiegend aus den folgenden drei Themengebieten angeboten: Das Themengebiet ""Künstliche Intelligenz und Data Science“ beschäftigt sich mit den Grundlagen, Methoden und Verfahren der Künstlichen Intelligenz und deren Anwendung bei der Auswertung von Daten.  Folgende Ziele stehen hier im Mittelpunkt:  Das Themengebiet ""Augmented und Virtual Reality"" beschäftigt sich mit zentralen Themen der erweiterten und virtuellen Realität unter besonderer Beachtung der benutzerzentrierten Interaktion im dreidimensionalen Raum. Studieninhalte sind u.a. Virtual Reality und Augmented Reality, Mensch-Maschine-Interaktion, Graphische Datenverarbeitung, 3D Hardware, Grundlagen der Wahrnehmung und Kognition sowie die interaktive Visualisierung von Daten.Folgende Ziele stehen hier im Mittelpunkt:  Das Themengebiet „Mobile Computing“ beschäftigt sich mit der Planung und Entwicklung von Anwendungen für mobile Endgeräte.
 Folgende Ziele stehen hier im Mittelpunkt:  Grundlagen Informatik Praxis Vertiefungsrichtungen  Weiterführendes Studienangebot"
https://www.th-bingen.de/studiengaenge/smart-systems-engineering/ueberblick,TH Bingen: Überblick Smart Systems Engineering,"Smart Systems Engineering B.Eng.
 Spezialisten im digitalen Zeitalter. Die Miniaturisierung von elektronischen Bauteilen und die Leistungssteigerung von digitalen Schnittstellen schreitet immer weiter fort und macht zukunftsfähige Lösungen möglich: Smart Systems – intelligente und autonome Systeme, die in der jeweiligen Umgebung flexibel selbst agieren können. Um im Schnittstellenbereich zwischen Elektrotechnik und Informatik Lösungen zu entwickeln, benötigt die Industrie 4.0 Spezialisten, die sich in verschiedenen Disziplinen auskennen: Informationstechnologie, Elektrotechnik, Informatik sowie Nachrichten-, Regelungs- und Automatisierungstechnik. Starte dein Bachelorstudium ohne Hürden - einfach einschreiben und loslegen! Smart Systems Engineering in 146 Sekunden Der Studiengang im Kurzportrait: unsere Studierenden zeigen in 146 Sekunden den Studiengang Smart Systems Engineering.  Warum an der TH Bingen? Seit über 100 Jahren lehren wir an der Hochschule Elektrotechnik und sind dabei immer dem Fortschritt verpflichtet. Generationen von Binger Elektroingenieurinnen und -ingenieuren haben seitdem ihr Studium erfolgreich abgeschlossen. Unsere Absolventen arbeiten in den aktuellen Branchen der Energietechnik, der Automatisierungstechnik, der Kommunikation oder im Bereich der Elektromobilität. Durch den hohen Praxisbezug und unsere Kontakte zu Unternehmen schaffen wir ideale Startbedingungen für Ihre Karriere.  Neue Spezialisten Zum Wintersemester 2018/2019 startete an der TH Bingen der Bachelorstudiengang Smart Systems Engineering. Er richtet sich an Studieninteressierte, die im Zuge der Digitalisierung intelligente Lösungen für die Zukunft entwickeln möchten. Zu den Anwendungsbereichen gehört die Produktion unter dem Stichwort „Industrie 4.0“, bei der moderne Informations- und Kommunikationstechnik verzahnt werden. Aber auch intelligente und digital vernetzte Systeme für den Alltag. Denn in allen modernen Geräten, Bauteilen und Maschinen stecken elektronische Elemente gepaart mit Anwendungen aus der Informatik. Zum Beispiel in einem intelligenten Kühlschrank: Ein Sensor aus dem Bereich Elektrotechnik sendet ein Signal (Joghurt ist abgelaufen) an einen elektronischen Chip, der die Information verarbeitet und beispielsweise an das Smartphone des Besitzers schickt. Damit wird dieser rechtzeitig darauf hingewiesen, neuen Joghurt zu kaufen. Alle Veranstaltungen ansehen Das Studium Smart Systems Engineering schließt mit dem akademischen Grad Bachelor of Engineering (B.Eng.) ab. Eine sehr attraktive Möglichkeit der Weiterqualifizierung bietet die TH Bingen mit den drei-semestrigen Masterstudiengängen Elektrotechnik (M.Eng.) bzw. Informatik (M.Eng.) an. Mit einem Studium an der Technischen Hochschule Bingen sorgen Sie für ein solides Fundament in der Elektrotechnik. Auf Basis dieser Qualifikation stehen Ihnen viele Wege offen. Unsere Absolventen und Absolventinnen arbeiten als Ingenieure in verantwortungsvollen Positionen in den unterschiedlichsten Industriezweigen sowie in der Lehre und Weiterbildung: Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        209
                    
                 Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        209"
https://www.linkedin.com/school/th-bingen/,No title,
https://intranet.th-bingen.de,Web login service for members of Bingen Technical University of Applied Sciences,© Bingen Technical University of Applied Sciences 2024 | Imprint | Terms of Use | Privacy Policy
https://www.th-bingen.de/hochschule/partner-freunde/ueberblick,Technischen Hochschule (TH) Bingen: Partner und Freunde,"Wir sind mit vielen starken Partnern vernetzt. Denn gemeinsam können wir im Studium, der Lehre und der Forschung mehr erreichen. Studierende können zum Beispiel an einer unserer Partnerhochschulen ganz einfach ein Auslandssemester machen. Dozenten unterrichten im Ausland und unser Verwaltungspersonal pflegt den Erfahrungsaustausch mit Fachleuten an anderen Einrichtungen. In der Forschung sind wir Teil zahlreicher Netzwerke und kooperieren mit vielfältigen Unternehmen und Institutionen. Unsere Partner unterstützen uns auch bei Forschung und Lehre. Zusammen mit Stiftern vergeben wir Preise, um die herausragenden Ergebnisse unserer Studierenden zu honorieren. Wir pflegen Partnerschaften mit Hochschulen auf der ganzen Welt. Hier in Bingen profitieren davon die Forschung und die Lehre.  Als Technische Hochschule leben wir einen großen Praxisbezug. In regionalen und überregionalen Netzwerken arbeiten wir eng mit Unternehmen und Institutionen zusammen.  Förderer der TH Bingen  Herausragende Leistungen an der TH Bingen honorieren wir. Dabei helfen uns zwei Stiftungen ehemaliger Absolventen der TH Bingen: Die Stiftung Trossen fördert Absolventen der Naturwissenschaften und Nachrichtentechnik. Aus den Erlösen der Georg-Meyer-Stiftung vergibt die TH Bingen jährlich Preise und Stipendien. 
 Mehr erfahren Gesellschaft der Freunde der TH Bingen (GdF)  Die Gesellschaft der Freunde der Technischen Hochschule Bingen (GdF) ist ein eingetragener, gemeinnütziger Verein, der die TH Bingen als Partner und Freund unterstützt. Der Zweck der Gesellschaft ist die Förderung von Wissenschaft, Ausbildung und Weiterbildung in den Lehr- und Forschungsgebieten der TH Bingen.
 Mehr erfahren Alumni-Netzwerk der TH Bingen  Sie haben in Bingen studiert und wollen den Kontakt zu Ihrer Hochschule nicht verlieren oder wiederaufnehmen? Sie möchten sich austauschen, weiterbilden oder auch als Förderer die Entwicklung der Hochschule unterstützen? Dann bleiben Sie vernetzt und werden Sie Teil unseres Alumni-Netzwerkes. 
 Mehr erfahren Studentenverbindungen an der TH Bingen Viele unserer Studierenden sind in Studentenverbindungen aktiv. Die Binger Verbindungen sind eine offene, tolerante und starke Gemeinschaft und bieten speziell in den Themenbereichen Studienerfolg, Vorbereitung auf das Berufsleben und Gemeinschaft wichtige Anleitung und Unterstützung. Es wird bezahlbarer Wohnraum geboten und Freizeit gemeinsam gestaltet. 
 Mehr erfahren Katholische Hochschulgemeinde  Die KHG bietet ein breites Angebot sozialer Beratung an der Technischen Hochschule Bingen. 
 Mehr erfahren"
https://www.th-bingen.de/campus/einrichtungen/studierendensekretariat,Technischen Hochschule (TH) Bingen: Studierendensekretariat,"Sie haben Fragen zu Immatrikulation, Rückmeldung und Co.? Die Mitarbeiterinnen und Mitarbeiter des Studierendensekretariats sind für Sie da. Hier erfahren Sie alles über Zulassungs- und Auswahlverfahren, Exmatrikulation und Rückmeldung. Möchten Sie sich beurlauben lassen, ein Teilzeitstudium aufnehmen oder Gasthörer*in werden? Hereinspaziert, hier sind Sie goldrichtig. Während der Bewerbungsphase können Studieninteressierte auch unsere Hotline nutzen. Unter der Rufnummer 06721 409-500 beantworten wir Ihnen Ihre dringenden Fragen in Sachen Bewerbung, Immatrikulation und Co. Bitte beachten Sie, dass wir aus datenschutzrechtlichen Gründen telefonisch und schriftlich keine personenbezogenen Auskünfte gegenüber Dritten (auch Familienangehörigen) erteilen. Zu den nachfolgenden Zeiten stehen Ihnen die Mitarbeitenden des Studierendensekretariats für alle Fragen und Anliegen gerne zur Verfügung: Montag - Freitag: 08:00 bis 12:00 Uhr Mittwoch: 13:00 bis 16:00 Uhr Während des Studiums Studierende finden alle wichtigen Informationen zu Rückmeldung, Studierendenausweis, Studiengangwechsel und weiteren Themen im Intranet der TH Bingen. Bei weiteren Fragen ist das Studierendensekretariat gerne da.  Digitaler Studierendenausweis und Hochschul-App Unser digitaler Studierendenausweis umfasst den Sichtausweis, den Bibliotheksausweis und das Semesterticket und ist für Studierende in der TH Bingen-App abrufbar. TAN-Listen TAN-Listen – notwendig für die An- und Abmeldung zu Prüfungen – können im Studierendensekretariat beantragt werden. Die Gebühr hierfür beträgt 5 EUR. Bezahlen können Sie die Gebühr mit der Bezahl-App des Studierendenwerks (oder der Studicard) oder per Überweisung. Neuerstellung PUK Für das Zurücksetzen Ihres Passwortes benötigen Sie den PUK. Den PUK haben Sie bei Ihrer Einschreibung erhalten. Sollten Sie diesen verloren haben, können Sie einen neuen PUK durch das Studierendensekretariat erstellen lassen. Die Gebühr hierfür beträgt 20 EUR. Bezahlen können Sie die Gebühr mit der Bezahl-App des Studierendenwerks (oder der Studicard) oder per Überweisung. Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        321
                    
                 Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        321
                    
                 Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        321"
https://www.th-bingen.de/studiengaenge/synthetische-biotechnologie/dokumente,TH Bingen: Dokumente Synthetische Biotechnologie,Modulhandbuch und Studienpläne Ordnungen
https://www.th-bingen.de/studiengaenge/smart-systems-engineering/voraussetzungen,TH Bingen: Voraussetzungen Smart Systems Engineering,"Voraussetzung zur Aufnahme des Studiums ist die Fachhochschulreife, die Hochschulreife oder ein berufsqualifizierter Hochschulzugang (siehe § 65 HochSchG).   Unsere Bachelorstudiengänge sind alle zulassungsfrei. Das bedeutet, Sie erhalten einen Studienplatz, sofern Sie eine gültige Hochschulzugangsberechtigung besitzen und sich form- und fristgemäß bewerben.   Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        220
                    
                 Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        220"
https://www.th-bingen.de/hochschule/kontakt,Technischen Hochschule (TH) Bingen: Kontakt aufnehmen,"Haben Sie Fragen oder möchten Sie uns etwas mitteilen? Schreiben Sie uns eine Nachricht. T. +49 6721 409 0 Technische Hochschule BingenBerlinstraße 10955411 Bingen am Rhein TH CampusBerlinstraße 10955411 Bingen am Rhein (Büdesheim) Standort, Lage und Anfahrtsplan Hermann-Hoepke-TechnikumRochusallee 455411 Bingen am Rhein (Stadt) Standort, Lage und Anfahrtsplan Bitte beachten Sie, dass wir aus datenschutzrechtlichen Gründen telefonisch und schriftlich keine personenbezogenen Auskünfte gegenüber Dritten (auch Familienangehörigen) erteilen.  Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 201 T.+49 6721 409 327 F. +49 6721 409 100 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 2, Raum 110 T.+49 6721 409 348 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 1, Raum 215 T.+49 6721 409 444 F. +49 6721 409 158 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 203 T.+49 6721 409-342 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 319 T.+49 6721 409 556 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 135 T.+49 6721 409-248 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 11, T.+49 6721 409 555 (nur für Notfälle und Mitarbeitende) E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 321 T.+49 6721 409 500 F. +49 6721 409 178 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 205 T.+49 6721 409 409 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 5, Raum 317 T.+49 6721 409 386 E. E-Mail schreiben Rochusallee 4 55411 Bingen am Rhein (Stadt) Gebäude 0, Raum 406 T.+49 6721 409 489 E. E-Mail schreiben Berlinstraße 109, 55411 Bingen am Rhein, Deutschland Gebäude 11 T.+49 6721 409 123 E. E-Mail schreiben"
https://www.th-bingen.de/hochschule/organisation/beauftragte,Technische Hochschule (TH) Bingen: Beauftragte,"Die Beauftragten nehmen die Interessen der Hochschule, ihrer Mitglieder und Angehörigen in den unterschiedlichsten Bereichen wahr. Gleichstellungsbeauftragte Die Gleichstellungsbeauftragte hat die Aufgabe, die tatsächliche Gleichberechtigung  zu fördern. Dazu gehört auch, dass sie darauf hinwirkt, dass bestehende Benachteiligungen beseitigt werden. Insbesondere unterstützt die Gleichstellungsbeauftragte die Organe der Hochschule und von ihnen gebildete Ausschüsse. Sie bereitet die Beschlüsse des Senats über Gleichstellungspläne vor und berichtet regelmäßig über ihre Tätigkeit. Sie wirkt mit an allen sozialen, organisatorischen und personellen Maßnahmen, die die weiblichen Mitglieder der Technischen Hochschule betreffen. Dazu kann sie Stellungnahmen abgeben, an den Sitzungen aller Gremien beratend teilnehmen und Anträge stellen.
 Die TH Bingen möchte als Hochschule mit technisch-naturwissenschaftlichem Schwerpunkt ganz besonders Mädchen und Frauen fördern. Mehr Infos und unsere Veranstaltungen finden Sie unter Frauenförderung. Die Gleichstellungsbeauftragte leitet auch die Projekte der Frauenförderung.  Zentralverwaltung 
                    
                        Gebäude
                        Hermann-Hoep
                    
                    
                        Raum
                        235
                    
                 Zentralverwaltung 
                    
                        Gebäude
                        Hermann-Hoep
                    
                    
                        Raum
                        235
                    
                 Inklusionsbeauftragter Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        338
                    
                 Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        338
                    
                 Vertrauensperson der Schwerbehinderten Die Schwerbehindertenvertretung hat die Aufgabe, die Eingliederung schwerbehinderter Menschen zu fördern, ihre Interessen im Betrieb zu vertreten und ihnen beratend und helfend zur Seite zu stehen. Dies bezieht sich auf Angelegenheiten, die die/den einzelnen Schwerbehinderte*n als auch die Schwerbehinderten als Gruppe.
 Die Schwerbehindertenvertretung hat dafür Sorge zu tragen, dass die für die Schwerbehinderten geltenden Gesetze und Verordnungen eingehalten werden. Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        122
                    
                 Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        122
                    
                 Beauftragter für schwerbehinderte Studierende Der Beauftragte für Studierende mit Behinderungen oder chronischen Erkrankungen unterstützt und berät die Studierenden und Studieninteressierten. Das können bspw. Fragen zur Studienorganisation und zu formalen Aspekten des Studiums (z. B. Nachteilsausgleiche bei Prüfungen, Anpassungen bei Lehrveranstaltungen, Fristverlängerungen) sein. Die Beratung ist freiwillig, vertraulich und unabhängig und steht während des gesamten Studienverlaufs zur Verfügung. Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        317
                    
                 Zentralverwaltung 
                    
                        Gebäude
                        5
                    
                    
                        Raum
                        317
                    
                 Informationssicherheitsbeauftragter  Der Informationssicherheitsbeauftragte (ISB) ist vertrauensvoller Ansprechpartner für alle Anfragen, Probleme und Hinweise zur Informationssicherheit oder auch zur IT-Sicherheit. Ihre Anfragen werden selbstverständlich vertraulich behandelt. Zentralverwaltung 
                    
                        Gebäude
                        11
                    
                    
                        Raum
                        208
                    
                 Zentralverwaltung 
                    
                        Gebäude
                        11
                    
                    
                        Raum
                        208
                    
                 Tierschutzbeauftragte Die Tierschutzbeauftragte der Technischen Hochschule Bingen ist Dr. Nadja Sauer, Landwirtschaftliche Untersuchungs- und Forschungsanstalt Speyer. Stellvertretende Tierschutzbeauftragte ist Dr. Miriam Korst, Hofgut Neumühle in Münchweiler an der Alsenz. MINT-Beauftragter Der MINT-Beauftragte vertritt die MINT-Aktivitäten nach Außen und handelt im Namen der TH Bingen. Er repräsentiert den MINT-Regionalfonds und engagiert sich bei der Weiterentwicklung der regionalen MINT-Förderung und des Ausbaus des regionalen MINT-Netzwerks. Kontakt und Information Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        218
                    
                 Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        218
                    
                 Ombudspersonen Zur Sicherstellung guter wissenschaftlicher Praxis hat die Technischen Hochschule Bingen zwei Ombudspersonen gewählt (179. Senatssitzung; 12.07.2023). Sie werden beratend, unterstützend oder vermittelnd tätig, wenn ein Mitglied der Hochschule sich von wissenschaftlichem Fehlverhalten betroffen sieht. Die Ombudspersonen prüfen die Plausibilität der Vorwürfe, bevor weitere Maßnahmen eingeleitet werden. Kontakt und Information Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        138
                    
                 In seiner Position erforscht und lehrt er Protokolle und Mechanismen für komplexe, sichere und selbstverwaltende Kommunikations- und Rechennetzwerke mit verschiedenen Methoden zur Umsetzung dieser Vision. Sein Forschungsschwerpunkt liegt auf dem Aufbau zuverlässiger, sicherer und hochskalierbarer Rechenumgebungen durch dynamische Overlay-Netze, mobile opportunistische Netze, Multiagentensysteme und Argumentationsnetze, in denen autonome, unzuverlässige und heterogene Akteure einen gemeinsamen, zuverlässigen und qualitätskontrollierten Dienst anbieten wollen. Seine Konzepte können in globalen Computernetzwerken, in weiträumigen drahtlosen Mesh- oder opportunistischen Netzwerken sowie für große Nano- oder Roboterschwärme angewendet werden. Mit seiner Forschung zu Confidential Computing lassen sich (Nutzer-)daten unter Einhaltung der Privatsphäre verarbeiten, ohne Kenntniss zu personenbezogenen Informationen zu erhalten. - Kommunikation und Netzwerke - Netzwerksicherheit - Studienprojekt und Projektmanagement Für seine Arbeit an sicheren und dezentralen Kommunikationsplattformen und deren Auswirkungen auf die Gesellschaft wurde er mehrfach ausgezeichnet. Im März 2015 wurde er von Academics.de mit dem Titel ``Nachwuchswissenschaftler des Jahres 2014'' ausgezeichnet. Im Jahr 2014 wurde er zum Mitglied der Arab-German Young Academy of Sciences and Humanities (AGYA) gewählt und 2015 zum ``Junior Fellow'' der Gesellschaft für Informatik ernannt, beides für 5 Jahre. Im Jahr 2016 wurde er zum Mitglied der Jungen Akademie der Wissenschaften und der Literatur | Mainz und des Jungen Forums: Technische Wissenschaften (JF:Tec) gewählt, jeweils für 4 Jahre, gewählt. Er ist Gründungsmitglied des ``Düsseldorfer Instituts für Internet und Demokratie''. Der Dialog mit politischen Aktivisten in der arabischen Welt und darüber hinaus ermöglicht es ihm, die Anforderungen an sichere dezentrale Kommunikationsplattformen aus erster Hand zu erfahren und seine Lösungen dort zu testen, wo sie gebraucht werden. Fachbereich 2 
                    
                        Gebäude
                        1
                    
                    
                        Raum
                        138
                    
                 Fachbereich 1 
                    
                        Gebäude
                        2
                    
                    
                        Raum
                        125
                    
                 Fachbereich 1 
                    
                        Gebäude
                        2
                    
                    
                        Raum
                        125
                    
                 Beirat für Biotechnologie Rheinland-Pfalz  Der Biotechnologie-Beirat berät die Landesregierung bei der Stärkung des Biotechnologie-Standortes.  Prof. Dr. Antje KrausePräsidentin E. praesidentin@th-bingen.de  Familie Frauenförderung Beratung"
https://www.th-bingen.de/hochschule/organisation/gremien,Technische Hochschule (TH) Bingen: Gremien,"Der Hochschulrat, das Kuratorium und der Senat stärken die Leistungs- und Wettbewerbsfähigkeit der TH Bingen. Sie sorgen für eine enge Verbindung zur Gesellschaft und kümmern sich um Angelegenheiten, die die gesamte Hochschule betreffen. Hochschulrat  Der Hochschulrat berät und unterstützt die Hochschule in allen wichtigen Angelegenheiten. Die Ziele: Das Profil schärfen und die Leistungs- und Wettbewerbsfähigkeit der Hochschule fördern.  Kuratorium Das Kuratorium stärkt vor allem die Verbindung der Hochschule zur Gesellschaft. Die Mitglieder des Kuratoriums beziehen bei grundsätzlichen Fragen gegenüber dem Senat Stellung – etwa wenn es um die Forschung, Lehre, wissenschaftliche Weiterbildung oder um Haushaltsangelegenheiten und Organisationsfragen geht.  Achim Kistner Stellvertretender Vorsitzender | Geschäftsführer | Regionalrat Wirtschaft Rhein-Hunsrück e.V.  Senat  Der Senat kümmert sich um sämtliche Angelegenheiten, die die gesamte Hochschule betreffen – soweit das Hochschulgesetz oder die Grundordnung nichts Anderes bestimmen. Neben dem Präsidenten und dem Hochschulrat ist der Senat ein zentrales Organ der TH Bingen. Das lässt sich auch nachlesen: Die besonderen Aufgaben des Senats sind im Hochschulgesetz (HochSchG) § 76 Abs. 2 bestimmt.     MITGLIEDER MIT BERATENDER STIMME"
https://www.th-bingen.de/studium/studiengaenge/energie-gebaeude-und-umweltmanagement/voraussetzungen,"TH Bingen: Voraussetzungen Energie-, Gebäude- und Umweltmanagement","Die allgemeinen Zugangsvoraussetzungen nach § 65 HochSchG müssen erfüllt sein.
 Zusätzlich müssen die Studierenden in der Regel den Nachweis eines mit gutem Ergebnis (Note 2,5 oder ECTS-Grad B oder besser) bestandenen Bachelor- oder Diplom-Abschlusses auf einem fachlich entsprechenden Gebiet an einer deutschen Hochschule oder eines gleichwertigen ausländischen Abschlusses erbringen. 
 Liegen bei der Zulassung zum Masterstudium keine 210 Leistungspunkte aus einem vorausgehenden Bachelorstudium vor und können keine Leistungen als äquivalent anerkannt werden, so müssen die fehlenden Leistungspunkte nachgeholt werden. Die nachzuholenden Module werden vom Prüfungsausschuss festgelegt. Hier finden Sie ein Antragsformular zur Anerkennung bereits absolvierter Module/Projekte/ Praktika, die nicht zum Bachelorabschluss verwandt wurden."
